2.696000000000000227e+02 2.518755102040816496e+02 2.341510204081632764e+02 2.164265306122449033e+02 1.987020408163265301e+02 1.809775510204081286e+02 1.700693877551020421e+02 1.646142857142856997e+02 1.591591836734693857e+02 1.537040816326530717e+02 1.482489795918367292e+02 1.582163265306123492e+02 2.915632653061226165e+02 4.249102040816328554e+02 5.582571428571432079e+02 6.916040816326529921e+02 8.249510204081633447e+02 1.009395918367347235e+03 1.219389795918367327e+03 1.429383673469387986e+03 1.639377551020408646e+03 1.849371428571428851e+03 2.075732653061224937e+03 2.359379591836735472e+03 2.643026530612245097e+03 2.926673469387755631e+03 3.210320408163265711e+03 3.493967346938776700e+03 3.565400000000000546e+03 3.576200000000000273e+03 3.587000000000000000e+03 3.597800000000000182e+03 3.608599999999999909e+03 3.639946938775510716e+03 3.712387755102041410e+03 3.784828571428572104e+03 3.857269387755101889e+03 3.929710204081633037e+03 4.002151020408163276e+03 4.110020408163266438e+03 4.222318367346939340e+03 4.334616326530613151e+03 4.446914285714286052e+03 4.559212244897959863e+03 4.652489795918368145e+03 4.721991836734694516e+03 4.791493877551020887e+03 4.860995918367347258e+03 4.930497959183673629e+03 5.000000000000000000e+03
2.705551020408163367e+02 2.524527696793003031e+02 2.346118880985771398e+02 2.191732980787004408e+02 2.064537155143040366e+02 1.960890834712554636e+02 1.878651744430958388e+02 1.817948991302865522e+02 1.881832486436914564e+02 2.158167485349149217e+02 2.632196502279988408e+02 3.260614597800294518e+02 4.034639177271154153e+02 4.986190861928288314e+02 6.226821858102820215e+02 7.767143569892439245e+02 9.472459829200004151e+02 1.127112525199383072e+03 1.316485142359299061e+03 1.516216535732675084e+03 1.726745661998084415e+03 1.945238120823777081e+03 2.163341283379131255e+03 2.380752469723765444e+03 2.590442986419236149e+03 2.771458944899792186e+03 2.923959121459093240e+03 3.051561579651670399e+03 3.156667675959693497e+03 3.238964608519068406e+03 3.306317206005796834e+03 3.360959449505693101e+03 3.411759333739075373e+03 3.475169460166536282e+03 3.551147521043019879e+03 3.640584127548181641e+03 3.743915977838071740e+03 3.860629292843050735e+03 3.978696579014078452e+03 4.095513461290151099e+03 4.210576835623533952e+03 4.318252517225733754e+03 4.417309494996027752e+03 4.509000106226800199e+03 4.594983104307227222e+03 4.675292705493870926e+03 4.749361158769317626e+03 4.816223631474268586e+03 4.876719491878383451e+03 4.936522448979591900e+03
2.715102040816326507e+02 2.535253506606513554e+02 2.380992557648985155e+02 2.257199345301669382e+02 2.160810074220345882e+02 2.088617199197520335e+02 2.048672465293642517e+02 2.141093769216221858e+02 2.380956134144702503e+02 2.760990578356191349e+02 3.283512543070458491e+02 3.958254037625364390e+02 4.807774680236033760e+02 5.874932224877602494e+02 7.144917096275497670e+02 8.616509485528405321e+02 1.030227076330259251e+03 1.215539208656697838e+03 1.402656836537320032e+03 1.590363108539598898e+03 1.778779445041808685e+03 1.968085828979838880e+03 2.157664530300132810e+03 2.332712679432927871e+03 2.485787025981634088e+03 2.618322234546377331e+03 2.730370213134701316e+03 2.820552680923994558e+03 2.895291738012982478e+03 2.971849978518387161e+03 3.051233155510640700e+03 3.133094123959416265e+03 3.217273830938742776e+03 3.305535759736894761e+03 3.404463618843865333e+03 3.513263745912559443e+03 3.631495144898326998e+03 3.759450839779689886e+03 3.897900431666600070e+03 4.036198189903815091e+03 4.162533950012566493e+03 4.277541762337883483e+03 4.381476509083890960e+03 4.473823925584611970e+03 4.555096997752275456e+03 4.630721681747489129e+03 4.700862680328437818e+03 4.764793060077955488e+03 4.821818465944121272e+03 4.873044897959183800e+03
2.724653061224490216e+02 2.545496216612145020e+02 2.400402963927139410e+02 2.292847423651653571e+02 2.218752657402855561e+02 2.174249396658217108e+02 2.180588776361433645e+02 2.329451684471603130e+02 2.619354779006242779e+02 3.044268094335586738e+02 3.606660750829018411e+02 4.319341634079144114e+02 5.238302764955045632e+02 6.366740360195738049e+02 7.691040282717724494e+02 9.209928147644432102e+02 1.093439127032944953e+03 1.281885476769016122e+03 1.465990434641498496e+03 1.644441777123528709e+03 1.817530528324085935e+03 1.985217198942402092e+03 2.146405470969088583e+03 2.288859844457917916e+03 2.409412336444072025e+03 2.509354886323372284e+03 2.588641880757686977e+03 2.645967310922090292e+03 2.691232948808604760e+03 2.749492347271415838e+03 2.820734822243090093e+03 2.904479853727045793e+03 3.001061246240020864e+03 3.111513398497357684e+03 3.233466994119300125e+03 3.365017940299734619e+03 3.505705214335338042e+03 3.655760002279729633e+03 3.815816083089006497e+03 3.975224216083197007e+03 4.117617112566324067e+03 4.244071520098862493e+03 4.354900722222621880e+03 4.449425783512100679e+03 4.527235430838398315e+03 4.597119472540224706e+03 4.660948863129628990e+03 4.717931920312479633e+03 4.767234470933534794e+03 4.809567346938774790e+03
2.734204081632653356e+02 2.542565719202475805e+02 2.380118031878105285e+02 2.268671033411755218e+02 2.204671653025740454e+02 2.182347874014434126e+02 2.198512191352899094e+02 2.299680972123458957e+02 2.579049910852498897e+02 3.028469059539145860e+02 3.650745948855081906e+02 4.428386963886777039e+02 5.326649914710617395e+02 6.456387945089403502e+02 7.833943770896152046e+02 9.457125271429158602e+02 1.132712588478807675e+03 1.332729484636767211e+03 1.532247628998701884e+03 1.716106393647049799e+03 1.885816632619237680e+03 2.041825993201877509e+03 2.179321510781159759e+03 2.293417849996742461e+03 2.380183073407020856e+03 2.440207342506401346e+03 2.472804966835957202e+03 2.480011188161422524e+03 2.483389678001985430e+03 2.502486804348819533e+03 2.551475579365397607e+03 2.628442692828699819e+03 2.733959866025363681e+03 2.866800853310316143e+03 3.022899174426806439e+03 3.191328304600720003e+03 3.370890354831929926e+03 3.562971446416246636e+03 3.762734448991105637e+03 3.948808399430021382e+03 4.111891774520374383e+03 4.248749299021362276e+03 4.359897356264546943e+03 4.444148747768213980e+03 4.514541061371126489e+03 4.577608223407298283e+03 4.632743579881281221e+03 4.678848586016266381e+03 4.715247012420766623e+03 4.746089795918366690e+03
2.743755102040816496e+02 2.547618075801751445e+02 2.351481049562685826e+02 2.155344023323617932e+02 2.010421630036296676e+02 1.973191832502517968e+02 2.024491988769363502e+02 2.165468725538458443e+02 2.415011245314449582e+02 2.736177738842383746e+02 3.297760839471557688e+02 4.084692138932572902e+02 5.077762354282963315e+02 6.307400566658969865e+02 7.743358600583102316e+02 9.347311944868089313e+02 1.121384304708482659e+03 1.329900637551138743e+03 1.561139153300498265e+03 1.819269970845486569e+03 2.070816917844344516e+03 2.251531814736514661e+03 2.369862113360912190e+03 2.429674875192815307e+03 2.420755944152484972e+03 2.360506235825785097e+03 2.308698125859486026e+03 2.268946594456719595e+03 2.239459924142051022e+03 2.220916455991316070e+03 2.214798000832986872e+03 2.231134073848739718e+03 2.320592227589551385e+03 2.471833612285482104e+03 2.682522653844365777e+03 2.964608454810497733e+03 3.288618804980115328e+03 3.573858348412758005e+03 3.814642967330576994e+03 4.016690774588966633e+03 4.176392037536310454e+03 4.290915160349854887e+03 4.392280886721202478e+03 4.474071451657217040e+03 4.539692708992975895e+03 4.589351403451994884e+03 4.619592378175759222e+03 4.640599000416492345e+03 4.661605622657226377e+03 4.682612244897958590e+03
2.741877551020407964e+02 2.547584756351521094e+02 2.353291961682632518e+02 2.164071418471877735e+02 2.067074056023363653e+02 2.073243552154802103e+02 2.167470218276405092e+02 2.350641538844807030e+02 2.639610093846219456e+02 3.082587051068528581e+02 3.706581312166046587e+02 4.478416430149341068e+02 5.388183272948206195e+02 6.451471180547298445e+02 7.718394285195435032e+02 9.311128433330093230e+02 1.119270400423905130e+03 1.332484825877989806e+03 1.571519880952992708e+03 1.841698470514926157e+03 2.092676781782848593e+03 2.267041057930500756e+03 2.378488369227226485e+03 2.430078126785059794e+03 2.413840029201379366e+03 2.328523657290150823e+03 2.256759418608807664e+03 2.208138048497335149e+03 2.179940079600678928e+03 2.173209383188466745e+03 2.192726364189647484e+03 2.262178855816367104e+03 2.387697642387150154e+03 2.559700139295234749e+03 2.776811381731647089e+03 3.045921437623656402e+03 3.356714625738341965e+03 3.627962055186222642e+03 3.860005822565937706e+03 4.056826874840204709e+03 4.215894782288649367e+03 4.328963168552245406e+03 4.413090922492421669e+03 4.483530870533319103e+03 4.542463361197178529e+03 4.590003215207306312e+03 4.624195575371789346e+03 4.646456309870887708e+03 4.668060807996667791e+03 4.689665306122449692e+03
2.730857142857142890e+02 2.545918606253251824e+02 2.413064303052511832e+02 2.359740188627267798e+02 2.379664514150688319e+02 2.464025580994927509e+02 2.608018237561990418e+02 2.841223201932663187e+02 3.195727202520868673e+02 3.665660531971878981e+02 4.254610716014417449e+02 4.948848147080806257e+02 5.723046539551091882e+02 6.773880437568481057e+02 8.112818424878159931e+02 9.733133414791974474e+02 1.164689431047330572e+03 1.379372044229332460e+03 1.589623769085857020e+03 1.775972367815642656e+03 1.940856357426310751e+03 2.084957665345901205e+03 2.200787124939446130e+03 2.279864142788732352e+03 2.334825444304703069e+03 2.367616690390746044e+03 2.376737600370106975e+03 2.363182166558959580e+03 2.361087276857740108e+03 2.394814115963918084e+03 2.470474909836295410e+03 2.586636403973155211e+03 2.745249923752622180e+03 2.935993101309652502e+03 3.138076932420890898e+03 3.336767441447153033e+03 3.532100231840212473e+03 3.724952955304266197e+03 3.913420779186451455e+03 4.084290999023520726e+03 4.229584489895979459e+03 4.348751302894600485e+03 4.442120883206158396e+03 4.507973985739557065e+03 4.559069607178927981e+03 4.606454559401497136e+03 4.649829834311103696e+03 4.688647110137351774e+03 4.722515495205092520e+03 4.753142857142856883e+03
2.719836734693877816e+02 2.559716091594208081e+02 2.474674075633630537e+02 2.471774375269864379e+02 2.542031423067118965e+02 2.676996602686092501e+02 2.876926124646652170e+02 3.154559802268070712e+02 3.504397402752031780e+02 3.923691171429818496e+02 4.414188000564757886e+02 4.985771706028903054e+02 5.790436514033100366e+02 6.875129750185050170e+02 8.222059252425505065e+02 9.828089822095919317e+02 1.170733503742284256e+03 1.376245989978634270e+03 1.565399321332712361e+03 1.737063448199234472e+03 1.892086449354092565e+03 2.030297745095179380e+03 2.150337140798397741e+03 2.252326831080006741e+03 2.337032161730040571e+03 2.405452326206852831e+03 2.457224807927289930e+03 2.491293891692012494e+03 2.522829500959382131e+03 2.588229910081643993e+03 2.686438811941865879e+03 2.816638160586302092e+03 2.980029192955223607e+03 3.176883857204808010e+03 3.373715712589451869e+03 3.559585249060381557e+03 3.735102411006587317e+03 3.900318642679157165e+03 4.054500432147256561e+03 4.192965011131709616e+03 4.312186488093117987e+03 4.413624526715755565e+03 4.497570984719364787e+03 4.563236476361447785e+03 4.610532869688861865e+03 4.653361328457632226e+03 4.695463532742591269e+03 4.736744659137081726e+03 4.777103857740846252e+03 4.816620408163264983e+03
2.708816326530612741e+02 2.546257122325967543e+02 2.461674724213587524e+02 2.473514751222159020e+02 2.572436637453254775e+02 2.748196238069054971e+02 2.994683728331270345e+02 3.296799845590157361e+02 3.645392334076073553e+02 4.039424380967548700e+02 4.481312828094224869e+02 4.969362623671744359e+02 5.578891575094037307e+02 6.520899252446008632e+02 7.774276512065066527e+02 9.331924100154041071e+02 1.120996829208221698e+03 1.337826228674233334e+03 1.544221223766708135e+03 1.732352254970898002e+03 1.903833727081502047e+03 2.059127672130777682e+03 2.193456970830822229e+03 2.298558445212271181e+03 2.388862769624358862e+03 2.464793643935543969e+03 2.525259706957901017e+03 2.568598508443703395e+03 2.622482677196904206e+03 2.711816472859764872e+03 2.834278914507347963e+03 2.989281651248317758e+03 3.178559646908943250e+03 3.397615517639625523e+03 3.606089809395998145e+03 3.793495799972764871e+03 3.961204816190193924e+03 4.109236447876985949e+03 4.236246747684811453e+03 4.345160739944554734e+03 4.438298150034527680e+03 4.516785524274579075e+03 4.580739139268277540e+03 4.629261578785190977e+03 4.665944588530584952e+03 4.703935013548780262e+03 4.744140745114445963e+03 4.786857131954642682e+03 4.832353471730734782e+03 4.880097959183673083e+03
